,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Engine_Volume_Num,Age,Age_Group,Mileage_Band,Inventory_Segment,Price_Per_Litre,Is_Premium_Brand
13602,10663,828.0,CHEVROLET,Malibu,2020,Sedan,Yes,Petrol,1.5,14162,4.0,Automatic,Front,4-5,Left wheel,Brown,12,False,1.5,6,6-10 yrs (Mid),Low Mileage,Standard,7108.67,False
13603,21953,0.0,VOLKSWAGEN,Passat,2013,Sedan,No,LPG,2.5,47000,5.0,Tiptronic,Front,4-5,Left wheel,White,6,False,2.5,13,11-20 yrs (Old),Low Mileage,Standard,8781.2,False
13604,24709,707.0,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,71500,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,15,11-20 yrs (Old),Medium Mileage,Standard,12354.5,False
13605,13093,761.0,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,163862,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,1.8,16,11-20 yrs (Old),High Mileage,Standard,7273.89,False
13606,7997,0.0,PEUGEOT,807,2003,Minivan,No,Diesel,2.2 Turbo,187000,4.0,Manual,Front,4-5,Left wheel,Black,16,True,2.2,23,> 20 yrs (Classic/Junk),High Mileage,Standard,3635.0,False
13607,11604,0.0,NISSAN,Skyline,2006,Sedan,Yes,Petrol,2.5,150000,6.0,Tiptronic,Rear,4-5,Right-hand drive,Blue,8,False,2.5,20,11-20 yrs (Old),High Mileage,Standard,4641.6,False
13608,11447,530.0,FORD,Fiesta,2013,Hatchback,Yes,Petrol,1.6,74000,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,False,1.6,13,11-20 yrs (Old),Medium Mileage,Standard,7154.38,False
13609,18189,586.0,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,68000,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,1.8,14,11-20 yrs (Old),Medium Mileage,Standard,10105.0,False
13610,627,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,134904,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,False,3.5,15,11-20 yrs (Old),Medium Mileage,Standard,179.14,True
13611,19130,0.0,FORD,Transit,2003,Goods wagon,No,Diesel,2.5 Turbo,144325,4.0,Manual,Rear,4-5,Left wheel,White,2,True,2.5,23,> 20 yrs (Classic/Junk),Medium Mileage,Standard,7652.0,False
13612,6272,0.0,OPEL,Astra,2000,Goods wagon,No,CNG,1.6,274000,4.0,Manual,Front,4-5,Left wheel,Black,0,False,1.6,26,> 20 yrs (Classic/Junk),High Mileage,Standard,3920.0,False
13613,1400,0.0,MERCEDES-BENZ,190,1990,Sedan,No,Petrol,2,237065,4.0,Manual,Front,4-5,Left wheel,Silver,0,False,2.0,36,> 20 yrs (Classic/Junk),High Mileage,Standard,700.0,True
13614,23834,0.0,TOYOTA,Prius,2014,Hatchback,No,Plug-in Hybrid,1.8,123000,4.0,Automatic,Front,4-5,Left wheel,White,12,False,1.8,12,11-20 yrs (Old),Medium Mileage,Standard,13241.11,False
13615,20071,0.0,TOYOTA,Prius C 80 original,2014,Hatchback,No,Petrol,1.5,80011,4.0,Automatic,Front,4-5,Left wheel,Grey,8,False,1.5,12,11-20 yrs (Old),Medium Mileage,Standard,13380.67,False
13616,18189,0.0,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,139200,4.0,Automatic,Front,4-5,Left wheel,Black,6,False,1.8,16,11-20 yrs (Old),Medium Mileage,Standard,10105.0,False
13617,1803,574.0,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,187312,4.0,Automatic,Front,4-5,Left wheel,Blue,0,False,1.3,16,11-20 yrs (Old),High Mileage,Standard,1386.92,False
13618,251,915.0,JEEP,Grand Cherokee,2014,Jeep,Yes,Diesel,3,242083,6.0,Automatic,4x4,4-5,Left wheel,White,12,False,3.0,12,11-20 yrs (Old),High Mileage,Standard,83.67,False
13619,28852,0.0,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,200000,4.0,Automatic,Front,4-5,Left wheel,Black,8,False,2.5,12,11-20 yrs (Old),High Mileage,Premium,11540.8,False
13620,46022,765.0,JEEP,Cherokee,2015,Jeep,Yes,Diesel,2,164698,4.0,Automatic,Front,4-5,Left wheel,Beige,4,False,2.0,11,11-20 yrs (Old),High Mileage,Premium,23011.0,False
13621,37633,1426.0,TOYOTA,Land Cruiser Prado,2018,Jeep,No,Petrol,2.7,177000,4.0,Automatic,4x4,4-5,Left wheel,Black,2,False,2.7,8,6-10 yrs (Mid),High Mileage,Premium,13938.15,False
13622,57526,1080.0,CHEVROLET,Camaro,2014,Cabriolet,Yes,Petrol,3.6,34481,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,False,3.6,12,11-20 yrs (Old),Low Mileage,Premium,15979.44,False
13623,17484,707.0,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,164861,4.0,Automatic,Front,4-5,Left wheel,Black,4,False,2.0,15,11-20 yrs (Old),High Mileage,Standard,8742.0,False
13624,157,1172.0,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,220323,6.0,Automatic,4x4,4-5,Left wheel,Black,12,False,3.5,15,11-20 yrs (Old),High Mileage,Standard,44.86,True
13625,188,333.0,SUBARU,XV,2014,Jeep,Yes,Hybrid,2,0,4.0,Automatic,4x4,4-5,Left wheel,Silver,0,False,2.0,12,11-20 yrs (Old),Low Mileage,Standard,94.0,False
13626,29793,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030,6.0,Automatic,4x4,4-5,Left wheel,Black,12,False,3.5,12,11-20 yrs (Old),High Mileage,Premium,8512.29,True
13627,12544,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,533571,4.0,Automatic,Front,4-5,Left wheel,Orange,4,False,2.0,11,11-20 yrs (Old),High Mileage,Standard,6272.0,False
13628,4704,1441.0,OPEL,Combo,2001,Goods wagon,No,Diesel,1.7,200000,4.0,Manual,Rear,2-3,Left wheel,White,2,False,1.7,25,> 20 yrs (Classic/Junk),High Mileage,Standard,2767.06,False
13629,19416,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,132749,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,1.6,15,11-20 yrs (Old),Medium Mileage,Standard,12135.0,False
13630,23101,642.0,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,151481,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,14,11-20 yrs (Old),High Mileage,Standard,11550.5,False
13631,81539,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976,8.0,Automatic,4x4,4-5,Left wheel,White,0,False,4.6,10,6-10 yrs (Mid),High Mileage,Premium,17725.87,True
13632,157,585.0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,169301,4.0,Automatic,Front,4-5,Left wheel,White,12,False,1.8,13,11-20 yrs (Old),High Mileage,Standard,87.22,False
13633,941,1935.0,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,4.6,254805,8.0,Automatic,4x4,4-5,Left wheel,White,12,False,4.6,10,6-10 yrs (Mid),High Mileage,Standard,204.57,False
13634,15681,749.0,KIA,Optima,2014,Sedan,No,Petrol,2.4,136984,4.0,Tiptronic,Front,4-5,Left wheel,White,6,False,2.4,12,11-20 yrs (Old),Medium Mileage,Standard,6533.75,False
13635,12980,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,230000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,14,11-20 yrs (Old),High Mileage,Standard,6490.0,False
13636,22934,642.0,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,124000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,14,11-20 yrs (Old),Medium Mileage,Standard,11467.0,False
13637,627,761.0,HONDA,Civic,2010,Sedan,Yes,Petrol,1.8,215533,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,1.8,16,11-20 yrs (Old),High Mileage,Standard,348.33,False
13638,18189,0.0,INFINITI,G35 x,2008,Sedan,Yes,LPG,3.5,140800,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,False,3.5,18,11-20 yrs (Old),Medium Mileage,Standard,5196.86,False
13639,17876,0.0,FIAT,500,2013,Coupe,Yes,Petrol,1.4 Turbo,50000,4.0,Manual,Front,2-3,Left wheel,White,8,True,1.4,13,11-20 yrs (Old),Medium Mileage,Standard,12768.57,False
13640,7213,503.0,TOYOTA,Prius C,2012,Sedan,No,Hybrid,1.5,148233,4.0,Variator,Front,4-5,Left wheel,White,12,False,1.5,14,11-20 yrs (Old),Medium Mileage,Standard,4808.67,False
13641,4861,308.0,HONDA,Civic,2015,Jeep,Yes,Hybrid,1.5,49272,4.0,Automatic,Front,4-5,Left wheel,Blue,0,False,1.5,11,11-20 yrs (Old),Low Mileage,Standard,3240.67,False
13642,16308,1811.0,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246,8.0,Automatic,4x4,4-5,Left wheel,Grey,0,False,4.6,16,11-20 yrs (Old),High Mileage,Standard,3545.22,True
13643,13172,0.0,HONDA,Insight LX,2011,Hatchback,No,Hybrid,1.3,198000,4.0,Variator,Front,4-5,Left wheel,Blue,6,False,1.3,15,11-20 yrs (Old),High Mileage,Standard,10132.31,False
13644,25089,0.0,JEEP,Patriot 70th anniversary,2011,Jeep,Yes,Petrol,2.4,184000,4.0,Manual,4x4,4-5,Left wheel,Black,0,False,2.4,15,11-20 yrs (Old),High Mileage,Standard,10453.75,False
13645,6398,494.0,NISSAN,March,2015,Hatchback,Yes,Petrol,1.2,149734,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,1.2,11,11-20 yrs (Old),Medium Mileage,Standard,5331.67,False
13646,14279,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,37898,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,10,6-10 yrs (Mid),Low Mileage,Standard,7139.5,False
13647,1019,1537.0,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.3,318358,6.0,Automatic,4x4,4-5,Left wheel,Black,12,False,3.3,17,11-20 yrs (Old),High Mileage,Standard,308.79,False
13648,6899,0.0,MERCEDES-BENZ,CLK 320 avangarde,2001,Coupe,Yes,Petrol,3.2,1000,6.0,Tiptronic,Rear,2-3,Right-hand drive,Black,6,False,3.2,25,> 20 yrs (Classic/Junk),Low Mileage,Standard,2155.94,True
13649,20005,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,132421,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,1.6,14,11-20 yrs (Old),Medium Mileage,Standard,12503.12,False
13650,7213,0.0,MITSUBISHI,Pajero IO,1999,Jeep,No,Petrol,1.8,135000,4.0,Automatic,4x4,2-3,Left wheel,Blue,4,False,1.8,27,> 20 yrs (Classic/Junk),Medium Mileage,Standard,4007.22,False
13651,17249,738.0,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,65600,4.0,Tiptronic,Front,4-5,Left wheel,Black,14,True,1.4,9,6-10 yrs (Mid),Medium Mileage,Standard,12320.71,False
13652,14834,586.0,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,158223,4.0,Automatic,Front,4-5,Left wheel,White,4,False,1.8,14,11-20 yrs (Old),High Mileage,Standard,8241.11,False
13653,52059,1363.0,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334,8.0,Automatic,4x4,4-5,Left wheel,Black,0,False,4.6,14,11-20 yrs (Old),High Mileage,Premium,11317.17,True
13654,26030,0.0,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8 Turbo,112000,4.0,Tiptronic,Rear,4-5,Left wheel,Black,10,True,1.8,14,11-20 yrs (Old),Medium Mileage,Premium,14461.11,True
13655,17405,697.0,TOYOTA,Corolla S,2015,Sedan,Yes,Petrol,1.8,142265,4.0,Automatic,Front,4-5,Left wheel,Black,8,False,1.8,11,11-20 yrs (Old),Medium Mileage,Standard,9669.44,False
13656,9408,0.0,SUZUKI,Grand Vitara,2001,Jeep,No,Petrol,2.5,217600,4.0,Automatic,4x4,4-5,Left wheel,Black,0,False,2.5,25,> 20 yrs (Classic/Junk),High Mileage,Standard,3763.2,False
13657,15994,1172.0,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429,6.0,Automatic,Rear,2-3,Left wheel,Silver,12,False,3.5,15,11-20 yrs (Old),High Mileage,Standard,4569.71,True
13658,37633,0.0,BMW,X6,2009,Jeep,Yes,Petrol,5.0 Turbo,240000,8.0,Tiptronic,4x4,4-5,Left wheel,Red,12,True,5.0,17,11-20 yrs (Old),High Mileage,Premium,7526.6,True
13659,7056,780.0,BUICK,Century,2019,Sedan,Yes,Petrol,1.4,29965,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,1.4,7,6-10 yrs (Mid),Low Mileage,Standard,5040.0,False
13660,9408,585.0,HYUNDAI,Elantra,2013,Jeep,Yes,Petrol,1.8,207606,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,1.8,13,11-20 yrs (Old),High Mileage,Standard,5226.67,False
13661,470,382.0,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,0,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,2.0,11,11-20 yrs (Old),Low Mileage,Standard,235.0,False
13662,10663,0.0,HYUNDAI,Tucson,2005,Jeep,No,Diesel,2.0 Turbo,200000,4.0,Manual,4x4,4-5,Left wheel,Black,0,True,2.0,21,> 20 yrs (Classic/Junk),High Mileage,Standard,5331.5,False
13663,1490,1202.0,JEEP,Cherokee,2017,Jeep,Yes,Petrol,2.4,95334,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,2.4,9,6-10 yrs (Mid),Medium Mileage,Standard,620.83,False
13664,10820,843.0,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,216000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,1.5,18,11-20 yrs (Old),High Mileage,Standard,7213.33,False
13665,14113,761.0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,166000,4.0,Automatic,Front,4-5,Left wheel,Black,8,False,1.8,16,11-20 yrs (Old),High Mileage,Standard,7840.56,False
13666,3293,155.0,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Diesel,0.2,119394,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,0.2,11,11-20 yrs (Old),Medium Mileage,Standard,16465.0,False
13667,32929,1017.0,CHEVROLET,Camaro,2017,Coupe,No,Petrol,2,67200,4.0,Tiptronic,Rear,2-3,Left wheel,Blue,8,False,2.0,9,6-10 yrs (Mid),Medium Mileage,Premium,16464.5,False
13668,18189,891.0,FORD,Focus,2016,Hatchback,No,Petrol,2,66000,4.0,Automatic,Front,4-5,Left wheel,Grey,6,False,2.0,10,6-10 yrs (Mid),Medium Mileage,Standard,9094.5,False
13669,11133,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,238546,6.0,Automatic,4x4,4-5,Left wheel,Black,12,False,3.5,12,11-20 yrs (Old),High Mileage,Standard,3180.86,True
13670,1725,1363.0,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659,8.0,Automatic,4x4,4-5,Left wheel,Black,12,False,4.6,14,11-20 yrs (Old),High Mileage,Standard,375.0,True
13671,49889,833.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,132000,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.2,11,11-20 yrs (Old),Medium Mileage,Premium,22676.82,False
13672,7840,0.0,SUBARU,Forester,2002,Sedan,Yes,Petrol,2.0 Turbo,200000,4.0,Automatic,4x4,4-5,Right-hand drive,White,5,True,2.0,24,> 20 yrs (Classic/Junk),High Mileage,Standard,3920.0,False
13673,16900,503.0,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,79092,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,1.5,14,11-20 yrs (Old),Medium Mileage,Standard,11266.67,False
13674,1000,0.0,MAZDA,323,1990,Sedan,No,Petrol,1.6,1111,4.0,Manual,Front,4-5,Left wheel,Black,2,False,1.6,36,> 20 yrs (Classic/Junk),Low Mileage,Standard,625.0,False
13675,13485,0.0,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,97000,4.0,Variator,Front,4-5,Right-hand drive,Green,6,False,1.3,15,11-20 yrs (Old),Medium Mileage,Standard,10373.08,False
13676,7683,0.0,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,0,4.0,Automatic,Front,4-5,Right-hand drive,Grey,4,False,1.5,21,> 20 yrs (Classic/Junk),Low Mileage,Standard,5122.0,False
13677,44134,900.0,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,112528,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.4,11,11-20 yrs (Old),Medium Mileage,Premium,18389.17,False
13678,31,490.0,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,198891,4.0,Automatic,Front,4-5,Left wheel,Grey,0,False,1.3,15,11-20 yrs (Old),High Mileage,Standard,23.85,False
13679,50,0.0,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.5,200000,6.0,Automatic,4x4,4-5,Left wheel,Brown,4,False,1.5,17,11-20 yrs (Old),High Mileage,Standard,33.33,False
13680,21953,642.0,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2,109309,4.0,Automatic,Front,4-5,Left wheel,Grey,4,False,2.0,14,11-20 yrs (Old),Medium Mileage,Standard,10976.5,False
13681,15681,1141.0,MITSUBISHI,Outlander,2009,Jeep,No,Petrol,2.4,153000,4.0,Variator,4x4,4-5,Left wheel,Silver,8,False,2.4,17,11-20 yrs (Old),High Mileage,Standard,6533.75,False
13682,43655,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,133014,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.5,10,6-10 yrs (Mid),Medium Mileage,Premium,17462.0,False
13683,11290,1675.0,FORD,Transit,2004,Microbus,No,Diesel,2.0 Turbo,1000,4.0,Manual,Front,2-3,Left wheel,White,2,True,2.0,22,> 20 yrs (Classic/Junk),Low Mileage,Standard,5645.0,False
13684,17264,447.0,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,52320,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,1.3,13,11-20 yrs (Old),Medium Mileage,Standard,13280.0,False
13685,26594,1292.0,HYUNDAI,Grandeur,2016,Sedan,Yes,LPG,3,200000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,3.0,10,6-10 yrs (Mid),High Mileage,Premium,8864.67,False
13686,24920,707.0,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,156559,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,15,11-20 yrs (Old),High Mileage,Standard,12460.0,False
13687,54568,1363.0,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406,8.0,Automatic,4x4,4-5,Left wheel,Black,0,False,4.6,14,11-20 yrs (Old),High Mileage,Premium,11862.61,True
13688,110,1077.0,HYUNDAI,Santa FE,2019,Jeep,Yes,Petrol,2,28797,4.0,Automatic,Front,4-5,Left wheel,White,12,False,2.0,7,6-10 yrs (Mid),Low Mileage,Standard,55.0,False
13689,2352,1203.0,GMC,Acadia,2011,Jeep,Yes,Petrol,3.6,177376,6.0,Automatic,Front,4-5,Left wheel,Black,12,False,3.6,15,11-20 yrs (Old),High Mileage,Standard,653.33,False
13690,392,585.0,HYUNDAI,Elantra,2013,Jeep,Yes,Petrol,1.8,0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,1.8,13,11-20 yrs (Old),Low Mileage,Standard,217.78,False
13691,1333,642.0,KIA,Avella,2012,Sedan,Yes,Petrol,2,225307,4.0,Automatic,Front,4-5,Left wheel,Grey,12,False,2.0,14,11-20 yrs (Old),High Mileage,Standard,666.5,False
13692,29793,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030,6.0,Automatic,4x4,4-5,Left wheel,Black,12,False,3.5,12,11-20 yrs (Old),High Mileage,Premium,8512.29,True
13693,1725,0.0,FORD,Scorpio,1997,Sedan,No,Petrol,2,180000,4.0,Manual,Rear,4-5,Left wheel,Silver,2,False,2.0,29,> 20 yrs (Classic/Junk),High Mileage,Standard,862.5,False
13694,6272,1624.0,MERCEDES-BENZ,ML 350,2009,Jeep,Yes,Diesel,3.5,274088,6.0,Automatic,4x4,4-5,Left wheel,Black,12,False,3.5,17,11-20 yrs (Old),High Mileage,Standard,1792.0,True
13695,14113,586.0,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,88000,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,1.8,14,11-20 yrs (Old),Medium Mileage,Standard,7840.56,False
13696,4391,640.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,53867,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.0,13,11-20 yrs (Old),Medium Mileage,Standard,2195.5,False
13697,10976,0.0,FORD,Transit,2004,Goods wagon,No,Diesel,2.0 Turbo,245452,4.0,Manual,Front,4-5,Left wheel,Red,4,True,2.0,22,> 20 yrs (Classic/Junk),High Mileage,Standard,5488.0,False
13698,18660,1024.0,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,54963,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.5,16,11-20 yrs (Old),Medium Mileage,Standard,7464.0,False
13699,7527,0.0,MITSUBISHI,Airtrek turbo,2002,Jeep,Yes,CNG,2.0 Turbo,165000,4.0,Tiptronic,4x4,4-5,Right-hand drive,Grey,6,True,2.0,24,> 20 yrs (Classic/Junk),High Mileage,Standard,3763.5,False
13700,20385,353.0,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,137600,4.0,Variator,Front,4-5,Left wheel,White,12,False,1.8,11,11-20 yrs (Old),Medium Mileage,Standard,11325.0,False
13701,51965,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,49515,4.0,Automatic,Front,4-5,Left wheel,White,4,False,2.0,10,6-10 yrs (Mid),Low Mileage,Premium,25982.5,False
13702,549,1053.0,LEXUS,IS 350,2014,Sedan,Yes,Petrol,3.5,89315,6.0,Automatic,Rear,4-5,Left wheel,Black,12,False,3.5,12,11-20 yrs (Old),Medium Mileage,Standard,156.86,True
13703,17249,425.0,KIA,Picanto,2015,Sedan,Yes,Petrol,1,22831,3.0,Automatic,Front,4-5,Left wheel,Beige,4,False,1.0,11,11-20 yrs (Old),Low Mileage,Standard,17249.0,False
13704,14426,0.0,FORD,Transit,2010,Microbus,No,Diesel,2.2 Turbo,155000,4.0,Manual,Front,4-5,Left wheel,Yellow,2,True,2.2,16,11-20 yrs (Old),High Mileage,Standard,6557.27,False
13705,18817,609.0,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058,4.0,Automatic,Front,4-5,Left wheel,White,12,False,2.5,8,6-10 yrs (Mid),Low Mileage,Standard,7526.8,False
13706,500,0.0,NISSAN,Tiida,2007,Hatchback,Yes,Petrol,1.8,0,4.0,Variator,Front,4-5,Right-hand drive,Grey,6,False,1.8,19,11-20 yrs (Old),Low Mileage,Standard,277.78,False
13707,25089,781.0,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,99000,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.5,14,11-20 yrs (Old),Medium Mileage,Standard,10035.6,False
13708,37006,696.0,MERCEDES-BENZ,E 220 CDI,2013,Sedan,Yes,Diesel,2.2 Turbo,130000,4.0,Tiptronic,Rear,4-5,Left wheel,Black,12,True,2.2,13,11-20 yrs (Old),Medium Mileage,Premium,16820.91,True
13709,16621,584.0,HYUNDAI,Elantra Limited,2014,Sedan,No,Petrol,1.8,144000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,False,1.8,12,11-20 yrs (Old),Medium Mileage,Standard,9233.89,False
13710,21953,531.0,NISSAN,Juke,2012,Hatchback,Yes,Petrol,1.6,104000,4.0,Automatic,4x4,4-5,Left wheel,Black,12,False,1.6,14,11-20 yrs (Old),Medium Mileage,Standard,13720.62,False
13711,35438,0.0,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,110624,4.0,Automatic,Front,4-5,Left wheel,Black,12,False,2.5,10,6-10 yrs (Mid),Medium Mileage,Premium,14175.2,False
13712,41710,0.0,MERCEDES-BENZ,Sprinter,2010,Microbus,No,Diesel,2.2 Turbo,232722,4.0,Tiptronic,Rear,4-5,Left wheel,White,4,True,2.2,16,11-20 yrs (Old),High Mileage,Premium,18959.09,True
13713,1646,382.0,FORD,C-MAX,2015,Hatchback,Yes,Hybrid,2,193106,4.0,Automatic,Front,4-5,Left wheel,Silver,12,False,2.0,11,11-20 yrs (Old),High Mileage,Standard,823.0,False
13714,30,0.0,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,0,4.0,Automatic,Front,4-5,Right-hand drive,Red,4,False,1.3,23,> 20 yrs (Classic/Junk),Low Mileage,Standard,23.08,False
13715,11967,503.0,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,118400,4.0,Automatic,Front,4-5,Left wheel,Blue,4,False,1.5,14,11-20 yrs (Old),Medium Mileage,Standard,7978.0,False
13716,4861,1324.0,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,264877,6.0,Automatic,4x4,4-5,Left wheel,White,12,False,3.3,16,11-20 yrs (Old),High Mileage,Standard,1473.03,False
13717,314,781.0,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,249422,4.0,Automatic,Front,4-5,Left wheel,Grey,10,False,2.5,14,11-20 yrs (Old),High Mileage,Standard,125.6,False
13718,34497,0.0,AUDI,A6 premium plus,2013,Sedan,Yes,Petrol,3.0 Turbo,107000,6.0,Tiptronic,4x4,4-5,Left wheel,White,12,True,3.0,13,11-20 yrs (Old),Medium Mileage,Premium,11499.0,True
13719,10976,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,327685,4.0,Automatic,Front,4-5,Left wheel,Silver,4,False,2.0,11,11-20 yrs (Old),High Mileage,Standard,5488.0,False
13720,12544,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,98456,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,2.4,13,11-20 yrs (Old),Medium Mileage,Standard,5226.67,False
13721,14113,1018.0,NISSAN,Murano,2011,Jeep,Yes,Petrol,3,265000,5.0,Automatic,4x4,4-5,Left wheel,Black,10,False,3.0,15,11-20 yrs (Old),High Mileage,Standard,4704.33,False
13722,24462,0.0,TOYOTA,Camry SE,2009,Sedan,Yes,Petrol,2.5,210000,4.0,Automatic,Front,4-5,Left wheel,Black,0,False,2.5,17,11-20 yrs (Old),High Mileage,Standard,9784.8,False
13723,54882,0.0,BMW,X6,2011,Jeep,Yes,Petrol,3.0 Turbo,104000,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,True,3.0,15,11-20 yrs (Old),Medium Mileage,Premium,18294.0,True
13724,27598,640.0,BMW,528,2013,Sedan,Yes,Petrol,2.0 Turbo,82000,4.0,Tiptronic,Rear,4-5,Left wheel,White,12,True,2.0,13,11-20 yrs (Old),Medium Mileage,Premium,13799.0,True
13725,1700,0.0,VOLKSWAGEN,Golf,1997,Hatchback,No,Petrol,1.8,1000,4.0,Manual,Front,4-5,Left wheel,Green,2,False,1.8,29,> 20 yrs (Classic/Junk),Low Mileage,Standard,944.44,False
